locus_tag	ftype	length_bp	gene	EC_number	COG	product
ENMNMPHH_02546	CDS	558				hypothetical protein
ENMNMPHH_02547	CDS	360	xre_1		COG1396	HTH-type transcriptional regulator Xre
ENMNMPHH_02548	CDS	234	xre_2		COG1396	HTH-type transcriptional regulator Xre
ENMNMPHH_02549	CDS	279				hypothetical protein
ENMNMPHH_02550	CDS	144				hypothetical protein
ENMNMPHH_02551	CDS	321				hypothetical protein
ENMNMPHH_02552	CDS	753				hypothetical protein
ENMNMPHH_02553	CDS	567				hypothetical protein
ENMNMPHH_02554	CDS	144				hypothetical protein
ENMNMPHH_02555	CDS	207				hypothetical protein
ENMNMPHH_02556	CDS	168				hypothetical protein
ENMNMPHH_02557	CDS	1986	smc_5			Chromosome partition protein Smc
ENMNMPHH_02558	CDS	888	recT		COG3723	Protein RecT
ENMNMPHH_02559	CDS	705	yycJ_2	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
ENMNMPHH_02560	CDS	180				hypothetical protein
ENMNMPHH_02561	CDS	960				hypothetical protein
ENMNMPHH_02562	CDS	861	dnaI_1		COG1484	Primosomal protein DnaI
ENMNMPHH_02563	CDS	180				hypothetical protein
ENMNMPHH_02564	CDS	201				hypothetical protein
ENMNMPHH_02565	CDS	231				hypothetical protein
ENMNMPHH_02566	CDS	444				hypothetical protein
ENMNMPHH_02567	CDS	381				hypothetical protein
ENMNMPHH_02568	CDS	714				hypothetical protein
ENMNMPHH_02569	CDS	243				hypothetical protein
ENMNMPHH_02570	CDS	645				hypothetical protein
ENMNMPHH_02571	CDS	213				hypothetical protein
ENMNMPHH_02572	CDS	483				hypothetical protein
ENMNMPHH_02573	CDS	237				hypothetical protein
ENMNMPHH_02574	CDS	210	spo0E_2	3.1.3.-		Aspartyl-phosphate phosphatase Spo0E
ENMNMPHH_02575	CDS	561				hypothetical protein
ENMNMPHH_02576	CDS	168				hypothetical protein
ENMNMPHH_02577	CDS	150				hypothetical protein
ENMNMPHH_02578	CDS	264				hypothetical protein
ENMNMPHH_02579	CDS	165				hypothetical protein
ENMNMPHH_02580	CDS	171				hypothetical protein
ENMNMPHH_02581	CDS	183				hypothetical protein
ENMNMPHH_02582	CDS	189				hypothetical protein
ENMNMPHH_02583	CDS	498				hypothetical protein
ENMNMPHH_02584	CDS	414				hypothetical protein
ENMNMPHH_02585	CDS	231				hypothetical protein
ENMNMPHH_02586	CDS	840				hypothetical protein
ENMNMPHH_02587	CDS	1200				hypothetical protein
ENMNMPHH_02588	CDS	1500				hypothetical protein
ENMNMPHH_02589	CDS	1029		2.4.2.31	COG5585	NAD(+)--arginine ADP-ribosyltransferase EFV
ENMNMPHH_02590	CDS	162				hypothetical protein
ENMNMPHH_02591	CDS	618				hypothetical protein
ENMNMPHH_02592	CDS	360				hypothetical protein
ENMNMPHH_02593	CDS	1044				hypothetical protein
ENMNMPHH_02594	CDS	297				hypothetical protein
ENMNMPHH_02595	CDS	294				hypothetical protein
ENMNMPHH_02596	CDS	345				hypothetical protein
ENMNMPHH_02597	CDS	333				hypothetical protein
ENMNMPHH_02598	CDS	426				hypothetical protein
ENMNMPHH_02599	CDS	405				hypothetical protein
ENMNMPHH_02600	CDS	522				hypothetical protein
ENMNMPHH_02601	CDS	456				hypothetical protein
ENMNMPHH_02602	CDS	1845				hypothetical protein
ENMNMPHH_02603	CDS	1242				hypothetical protein
ENMNMPHH_02604	CDS	918				hypothetical protein
ENMNMPHH_02605	CDS	1848				hypothetical protein
ENMNMPHH_02606	CDS	231				hypothetical protein
ENMNMPHH_02607	CDS	2220				hypothetical protein
ENMNMPHH_02608	CDS	213				hypothetical protein
ENMNMPHH_02609	CDS	450				hypothetical protein
ENMNMPHH_02610	CDS	813	cwlH	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlH
ENMNMPHH_02611	CDS	693				hypothetical protein
ENMNMPHH_02612	CDS	210				hypothetical protein
ENMNMPHH_02613	CDS	192				hypothetical protein
ENMNMPHH_02614	CDS	357				hypothetical protein
ENMNMPHH_02615	CDS	471				hypothetical protein
ENMNMPHH_02616	CDS	729				hypothetical protein
ENMNMPHH_02617	CDS	222				hypothetical protein
ENMNMPHH_02618	CDS	234	lexA_2			Transcription regulator LexA
ENMNMPHH_02619	CDS	246				hypothetical protein
ENMNMPHH_02620	CDS	1281	ftsK		COG1674	DNA translocase FtsK
ENMNMPHH_02621	CDS	585				hypothetical protein
ENMNMPHH_02622	CDS	438				hypothetical protein
ENMNMPHH_02623	CDS	405				hypothetical protein
ENMNMPHH_02624	CDS	993			COG0664	Cyclic nucleotide-gated potassium channel
ENMNMPHH_02625	CDS	243	mstX		COG1226	Protein mistic
ENMNMPHH_02626	CDS	1305	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
ENMNMPHH_02627	CDS	1314				hypothetical protein
ENMNMPHH_02628	CDS	1236	dctA_2		COG1301	C4-dicarboxylate transport protein
ENMNMPHH_02629	CDS	1662	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
ENMNMPHH_02630	CDS	417				hypothetical protein
ENMNMPHH_02631	CDS	924			COG2220	putative protein
ENMNMPHH_02632	CDS	333				hypothetical protein
ENMNMPHH_02633	CDS	405	hit_2		COG0537	Protein hit
ENMNMPHH_02634	CDS	1098		1.13.12.-	COG2070	Putative monooxygenase
ENMNMPHH_02635	CDS	1272	kynU	3.7.1.3		Kynureninase
ENMNMPHH_02636	CDS	624	kynB	3.5.1.9	COG1878	Kynurenine formamidase
ENMNMPHH_02637	CDS	261				hypothetical protein
ENMNMPHH_02638	CDS	825	tgl	2.3.2.13		Protein-glutamine gamma-glutamyltransferase
ENMNMPHH_02639	CDS	1395	tcyP		COG1823	L-cystine uptake protein TcyP
ENMNMPHH_02640	CDS	465				hypothetical protein
ENMNMPHH_02641	CDS	780				hypothetical protein
ENMNMPHH_02642	CDS	1764	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
ENMNMPHH_02643	CDS	753	lacR_1			Lactose phosphotransferase system repressor
ENMNMPHH_02644	CDS	912	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
ENMNMPHH_02645	CDS	1869	fruA		COG1299	PTS system fructose-specific EIIABC component
ENMNMPHH_02646	CDS	873				hypothetical protein
ENMNMPHH_02647	CDS	354				hypothetical protein
ENMNMPHH_02648	CDS	438	perR		COG0735	Peroxide operon regulator
ENMNMPHH_02649	CDS	879	yoaD	1.1.1.-	COG0111	Putative 2-hydroxyacid dehydrogenase YoaD
ENMNMPHH_02650	CDS	471	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
ENMNMPHH_02651	CDS	420				hypothetical protein
ENMNMPHH_02652	CDS	657	modB		COG4149	Molybdenum transport system permease protein ModB
ENMNMPHH_02653	CDS	789	modA		COG0725	Molybdate-binding protein ModA
ENMNMPHH_02654	CDS	1296	hemL1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase 1
ENMNMPHH_02655	CDS	4518	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
ENMNMPHH_02656	CDS	1083				hypothetical protein
ENMNMPHH_02657	CDS	564	ydhK			putative protein YdhK
ENMNMPHH_02658	CDS	897	gsiD_2		COG1173	Glutathione transport system permease protein GsiD
ENMNMPHH_02659	CDS	1002	dppB_2		COG0601	Dipeptide transport system permease protein DppB
ENMNMPHH_02660	CDS	1608	dppA_2		COG0747	Periplasmic dipeptide transport protein
ENMNMPHH_02661	CDS	969	oppF_4		COG4608	Oligopeptide transport ATP-binding protein OppF
ENMNMPHH_02662	CDS	1011	oppD_4		COG0444	Oligopeptide transport ATP-binding protein OppD
ENMNMPHH_02663	CDS	1743		3.6.3.-		Putative multidrug export ATP-binding/permease protein
ENMNMPHH_02664	CDS	531				hypothetical protein
ENMNMPHH_02665	CDS	249				hypothetical protein
ENMNMPHH_02666	CDS	552				hypothetical protein
ENMNMPHH_02667	CDS	1509	crtP_3	1.14.99.44	COG1233	Diapolycopene oxygenase
ENMNMPHH_02668	CDS	189	sasP-B			Small, acid-soluble spore protein gamma-type
ENMNMPHH_02669	CDS	753	fabL	1.3.1.104		Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL
ENMNMPHH_02670	CDS	225	yfhS			putative protein YfhS
ENMNMPHH_02671	CDS	1101	mutY	3.2.2.-	COG1194	Adenine DNA glycosylase
ENMNMPHH_02672	CDS	981	yfhP_1		COG1988	putative protein YfhP
ENMNMPHH_02673	CDS	270				hypothetical protein
ENMNMPHH_02674	CDS	165	sspK			Small, acid-soluble spore protein K
ENMNMPHH_02675	CDS	159				hypothetical protein
ENMNMPHH_02676	CDS	339	yfhH			putative protein YfhH
ENMNMPHH_02677	CDS	672		1.1.1.325		Sepiapterin reductase
ENMNMPHH_02678	CDS	810	recX			Regulatory protein RecX
ENMNMPHH_02679	CDS	903				Epimerase family protein
ENMNMPHH_02680	CDS	1128	dht	3.5.2.2	COG0044	D-hydantoinase/dihydropyrimidinase
ENMNMPHH_02681	CDS	558				hypothetical protein
ENMNMPHH_02682	CDS	129				hypothetical protein
ENMNMPHH_02683	CDS	183				hypothetical protein
ENMNMPHH_02684	CDS	1206	nasA			Nitrate transporter
ENMNMPHH_02685	CDS	3171	uvrA_2		COG0178	UvrABC system protein A
ENMNMPHH_02686	CDS	771	sumT_2	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
ENMNMPHH_02687	CDS	321	nasE	1.7.1.4	COG2146	Assimilatory nitrite reductase [NAD(P)H] small subunit
ENMNMPHH_02688	CDS	2412	nasD_1	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
ENMNMPHH_02689	CDS	2148	nasC	1.7.99.4	COG0243	Assimilatory nitrate reductase catalytic subunit
ENMNMPHH_02690	CDS	2427	nasD_2	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
ENMNMPHH_02691	CDS	105				hypothetical protein
ENMNMPHH_02692	CDS	1137	yfmL	3.6.4.13	COG0513	putative ATP-dependent RNA helicase YfmL
ENMNMPHH_02693	CDS	222				hypothetical protein
ENMNMPHH_02694	CDS	657				hypothetical protein
ENMNMPHH_02695	CDS	198				hypothetical protein
ENMNMPHH_02696	CDS	447	yobK			Antitoxin YobK
ENMNMPHH_02697	CDS	1548	yobL_2	3.1.-.-		Ribonuclease YobL
ENMNMPHH_02698	CDS	741	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
ENMNMPHH_02699	CDS	513				hypothetical protein
ENMNMPHH_02700	CDS	1398	rlmCD_1	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
ENMNMPHH_02701	CDS	864	alkA_2	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase
ENMNMPHH_02702	CDS	804	pdaA_2	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaA
ENMNMPHH_02703	CDS	1533	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
ENMNMPHH_02704	CDS	4230	cpdA_3	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
ENMNMPHH_02705	CDS	192				hypothetical protein
ENMNMPHH_02706	CDS	1128	queE_2	4.3.99.3		7-carboxy-7-deazaguanine synthase
ENMNMPHH_02707	CDS	786	yfkD			putative protein YfkD
ENMNMPHH_02708	CDS	612				hypothetical protein
ENMNMPHH_02709	CDS	1053	chaA		COG0387	Ca(2+)/H(+) antiporter ChaA
ENMNMPHH_02710	CDS	417	ydaG_2		COG3871	General stress protein 26
ENMNMPHH_02711	CDS	372	yhfA_2		COG1765	Protein YhfA
ENMNMPHH_02712	CDS	1161	ycaD_2			putative MFS-type transporter YcaD
ENMNMPHH_02713	CDS	147				hypothetical protein
ENMNMPHH_02714	CDS	843				hypothetical protein
ENMNMPHH_02715	CDS	339				hypothetical protein
ENMNMPHH_02716	CDS	471	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
ENMNMPHH_02717	CDS	228				hypothetical protein
ENMNMPHH_02718	CDS	165				hypothetical protein
ENMNMPHH_02719	CDS	516	yfkM	3.2.-.-	COG0693	General stress protein 18
ENMNMPHH_02720	CDS	1266	iucD_2	1.14.13.59	COG3486	L-lysine N6-monooxygenase
ENMNMPHH_02721	CDS	927	mhpC	3.7.1.14		2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
ENMNMPHH_02722	CDS	1500	crtN_2	1.3.8.2		Dehydrosqualene desaturase
ENMNMPHH_02723	CDS	939				hypothetical protein
ENMNMPHH_02724	CDS	435				hypothetical protein
ENMNMPHH_02725	CDS	780	pfyP			Blue-light photoreceptor
ENMNMPHH_02726	CDS	450				hypothetical protein
ENMNMPHH_02727	CDS	720	treR		COG2188	HTH-type transcriptional regulator TreR
ENMNMPHH_02728	CDS	1686	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
ENMNMPHH_02729	CDS	1416	treP		COG1263	PTS system trehalose-specific EIIBC component
ENMNMPHH_02730	CDS	651				hypothetical protein
ENMNMPHH_02731	CDS	1206	cry2		COG0415	Cryptochrome-like protein cry2
ENMNMPHH_02732	CDS	372				hypothetical protein
ENMNMPHH_02733	CDS	399				hypothetical protein
ENMNMPHH_02734	CDS	1866	yidK		COG4146	putative symporter YidK
ENMNMPHH_02735	CDS	795				hypothetical protein
ENMNMPHH_02736	CDS	1272	mdtH_2			Multidrug resistance protein MdtH
ENMNMPHH_02737	CDS	645	yiiM		COG2258	Protein YiiM
ENMNMPHH_02738	CDS	1464	pchA_1	1.2.1.96		4-hydroxybenzaldehyde dehydrogenase (NADP(+))
ENMNMPHH_02739	CDS	267				hypothetical protein
ENMNMPHH_02740	CDS	1212	dhaT_1	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
ENMNMPHH_02741	CDS	1548	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
ENMNMPHH_02742	CDS	891	nrdB_3	1.-.-.-	COG0208	R2-like ligand binding oxidase
ENMNMPHH_02743	CDS	672	gerE_1		COG2771	Spore germination protein GerE
ENMNMPHH_02744	CDS	408				hypothetical protein
ENMNMPHH_02745	CDS	276	acyP	3.6.1.7	COG1254	Acylphosphatase
ENMNMPHH_02746	CDS	1089	nos	1.14.14.47	COG4362	Nitric oxide synthase oxygenase
ENMNMPHH_02747	CDS	1641	glcB_2		COG2190	PTS system glucoside-specific EIICBA component
ENMNMPHH_02748	CDS	792	mapP	3.1.3.90		Maltose 6'-phosphate phosphatase
ENMNMPHH_02749	CDS	813				hypothetical protein
ENMNMPHH_02750	CDS	612				hypothetical protein
ENMNMPHH_02751	CDS	1332	yvbW		COG1113	putative amino acid permease YvbW
ENMNMPHH_02752	CDS	717				hypothetical protein
ENMNMPHH_02753	CDS	462				hypothetical protein
ENMNMPHH_02754	CDS	1017	yfmJ	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
ENMNMPHH_02755	CDS	768	srlR_2		COG1349	Glucitol operon repressor
ENMNMPHH_02756	CDS	1179	lysDH	1.4.1.18		Lysine 6-dehydrogenase
ENMNMPHH_02757	CDS	1113	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
ENMNMPHH_02758	CDS	798	phnX	3.11.1.1		Phosphonoacetaldehyde hydrolase
ENMNMPHH_02759	CDS	1764	phnV_1		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
ENMNMPHH_02760	CDS	1008	cysA_4	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
ENMNMPHH_02761	CDS	1056			COG1840	putative protein
ENMNMPHH_02762	CDS	1308	hemAT_2		COG0840	Heme-based aerotactic transducer HemAT
ENMNMPHH_02763	CDS	633	liaR_2		COG2197	Transcriptional regulatory protein LiaR
ENMNMPHH_02764	CDS	1041	liaS_2	2.7.13.3	COG4585	Sensor histidine kinase LiaS
ENMNMPHH_02765	CDS	732	liaF		COG4758	Protein LiaF
ENMNMPHH_02766	CDS	645	liaH		COG1842	Protein LiaH
ENMNMPHH_02767	CDS	351				hypothetical protein
ENMNMPHH_02768	CDS	201				hypothetical protein
ENMNMPHH_02769	CDS	1488	yodF_2		COG0591	putative symporter YodF
ENMNMPHH_02770	CDS	870				hypothetical protein
ENMNMPHH_02771	CDS	780	lvr	1.1.1.-		Levodione reductase
ENMNMPHH_02772	CDS	1902	ettA_3		COG0488	Energy-dependent translational throttle protein EttA
ENMNMPHH_02773	CDS	1434	sdcS		COG0471	Sodium-dependent dicarboxylate transporter SdcS
ENMNMPHH_02774	CDS	387	fosB2_1	2.5.1.-	COG0346	Metallothiol transferase FosB 2
ENMNMPHH_02775	CDS	615				hypothetical protein
ENMNMPHH_02776	CDS	1188	bsn	3.1.-.-	COG2356	Extracellular ribonuclease
ENMNMPHH_02777	CDS	153				hypothetical protein
ENMNMPHH_02778	CDS	2271	dinG_1	3.6.4.12	COG0847	putative ATP-dependent helicase DinG 
ENMNMPHH_02779	CDS	204				hypothetical protein
ENMNMPHH_02780	CDS	2076	cstA_1		COG1966	Peptide transporter CstA
ENMNMPHH_02781	CDS	1272	kinE_6	2.7.13.3	COG2202	Sporulation kinase E
ENMNMPHH_02782	CDS	183				hypothetical protein
ENMNMPHH_02783	CDS	1530	actP_2		COG4147	Cation/acetate symporter ActP
ENMNMPHH_02784	CDS	333				hypothetical protein
ENMNMPHH_02785	CDS	1206	naiP			Putative niacin/nicotinamide transporter NaiP
ENMNMPHH_02786	CDS	528	yraA_2	3.2.-.-	COG0693	Putative cysteine protease YraA
ENMNMPHH_02787	CDS	1821			COG1132	putative ABC transporter ATP-binding protein
ENMNMPHH_02788	CDS	1743			COG1132	putative ABC transporter ATP-binding protein
ENMNMPHH_02789	CDS	618				hypothetical protein
ENMNMPHH_02790	CDS	1500	acp_2			Sodium/proton-dependent alanine carrier protein
ENMNMPHH_02791	CDS	744	glpQ_3	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
ENMNMPHH_02792	CDS	1353	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
ENMNMPHH_02793	CDS	813	lacG_1			Lactose transport system permease protein LacG
ENMNMPHH_02794	CDS	936	ugpA_2		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
ENMNMPHH_02795	CDS	1119	sugC_2	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
ENMNMPHH_02796	CDS	447	glpP_2		COG1954	Glycerol uptake operon antiterminator regulatory protein
ENMNMPHH_02797	CDS	912		1.-.-.-	COG0667	putative oxidoreductase
ENMNMPHH_02798	CDS	447				hypothetical protein
ENMNMPHH_02799	CDS	762	yjjP		COG2966	Inner membrane protein YjjP
ENMNMPHH_02800	CDS	309	sinR_1		COG1396	HTH-type transcriptional regulator SinR
ENMNMPHH_02801	CDS	1113	icaC_1		COG3936	putative poly-beta-1,6-N-acetyl-D-glucosamine export protein
ENMNMPHH_02802	CDS	645				hypothetical protein
ENMNMPHH_02803	CDS	1224				hypothetical protein
ENMNMPHH_02804	CDS	1824	pglF_1	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
ENMNMPHH_02805	CDS	1176	epsN_1	2.6.1.-	COG0399	Putative pyridoxal phosphate-dependent aminotransferase EpsN
ENMNMPHH_02806	CDS	1092				hypothetical protein
ENMNMPHH_02807	CDS	771	bltD_2	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
ENMNMPHH_02808	CDS	618	epsL_1	2.-.-.-	COG2148	putative sugar transferase EpsL
ENMNMPHH_02809	CDS	1068	mshA	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
ENMNMPHH_02810	CDS	1251				hypothetical protein
ENMNMPHH_02811	CDS	1446	tuaB		COG2244	Teichuronic acid biosynthesis protein TuaB
ENMNMPHH_02812	CDS	645	yveL	2.7.10.2	COG0489	Putative tyrosine-protein kinase YveL
ENMNMPHH_02813	CDS	744	ywqC_2		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
ENMNMPHH_02814	CDS	990				hypothetical protein
ENMNMPHH_02815	CDS	933		5.1.3.2	COG1088	UDP-glucose 4-epimerase
ENMNMPHH_02816	CDS	834				hypothetical protein
ENMNMPHH_02817	CDS	2715				hypothetical protein
ENMNMPHH_02818	CDS	402				hypothetical protein
ENMNMPHH_02819	CDS	405				hypothetical protein
ENMNMPHH_02820	CDS	1317		3.1.-.-	COG5444	Ribonuclease
ENMNMPHH_02821	CDS	327				hypothetical protein
ENMNMPHH_02822	CDS	690	dpiA		COG4565	Transcriptional regulatory protein DpiA
ENMNMPHH_02823	CDS	1608	citS	2.7.13.3	COG3290	Sensor protein CitS
ENMNMPHH_02824	CDS	1527				hypothetical protein
ENMNMPHH_02825	CDS	453				hypothetical protein
ENMNMPHH_02826	CDS	1017				hypothetical protein
ENMNMPHH_02827	CDS	1671	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
ENMNMPHH_02828	CDS	90				hypothetical protein
ENMNMPHH_02829	CDS	822	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
ENMNMPHH_02830	CDS	615	nadD_1	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
ENMNMPHH_02831	CDS	1473	pncB2	6.3.4.21		Nicotinate phosphoribosyltransferase pncB2
ENMNMPHH_02832	CDS	549	yecD_1	3.-.-.-	COG1335	Isochorismatase family protein YecD
ENMNMPHH_02833	CDS	774				Bifunctional NMN adenylyltransferase/Nudix hydrolase
ENMNMPHH_02834	CDS	546				hypothetical protein
ENMNMPHH_02835	CDS	219				hypothetical protein
ENMNMPHH_02836	CDS	846	ywqJ_1	3.1.-.-	COG5444	Putative ribonuclease YwqJ
ENMNMPHH_02837	CDS	555				hypothetical protein
ENMNMPHH_02838	CDS	1971	ywqJ_2	3.1.-.-	COG5444	Putative ribonuclease YwqJ
ENMNMPHH_02839	CDS	261				hypothetical protein
ENMNMPHH_02840	CDS	429				hypothetical protein
ENMNMPHH_02841	CDS	231				hypothetical protein
ENMNMPHH_02842	CDS	963	ghrB_2	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
ENMNMPHH_02843	CDS	1515	murE_3	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
ENMNMPHH_02844	CDS	375	yxeE			putative protein YxeE
ENMNMPHH_02845	CDS	1752	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
ENMNMPHH_02846	CDS	729	ypdB		COG3279	Transcriptional regulatory protein YpdB
ENMNMPHH_02847	CDS	1452	cstA_2		COG1966	Peptide transporter CstA
ENMNMPHH_02848	CDS	150				hypothetical protein
ENMNMPHH_02849	CDS	1050				TelA-like protein
ENMNMPHH_02850	CDS	660				hypothetical protein
ENMNMPHH_02851	CDS	414				hypothetical protein
ENMNMPHH_02852	CDS	837				hypothetical protein
ENMNMPHH_02853	CDS	333	gvpA_1			Gas vesicle structural protein
ENMNMPHH_02854	CDS	285				hypothetical protein
ENMNMPHH_02855	CDS	270	gvpA_2			Gas vesicle structural protein
ENMNMPHH_02856	CDS	810				hypothetical protein
ENMNMPHH_02857	CDS	264				hypothetical protein
ENMNMPHH_02858	CDS	765				hypothetical protein
ENMNMPHH_02859	CDS	924	nirQ_1		COG0714	Denitrification regulatory protein NirQ
ENMNMPHH_02860	CDS	264				hypothetical protein
ENMNMPHH_02861	CDS	261	gvpA_3			Gas vesicle structural protein
ENMNMPHH_02862	CDS	468				hypothetical protein
ENMNMPHH_02863	CDS	486				hypothetical protein
ENMNMPHH_02864	CDS	270	gvpA_4			Gas vesicle structural protein
ENMNMPHH_02865	CDS	330				hypothetical protein
ENMNMPHH_02866	CDS	558				hypothetical protein
ENMNMPHH_02867	CDS	816				hypothetical protein
ENMNMPHH_02868	CDS	1248				hypothetical protein
ENMNMPHH_02869	CDS	168				hypothetical protein
ENMNMPHH_02870	CDS	321				hypothetical protein
ENMNMPHH_02871	CDS	2430	glcA	3.2.1.39		Glucan endo-1,3-beta-glucosidase A1
ENMNMPHH_02872	CDS	1248				hypothetical protein
ENMNMPHH_02873	CDS	1683	nprB	3.4.24.-	COG3227	Neutral protease B
ENMNMPHH_02874	CDS	573				hypothetical protein
ENMNMPHH_02875	CDS	540	sipW	3.4.21.89	COG0681	Signal peptidase I W
ENMNMPHH_02876	CDS	615	tasA			Spore coat-associated protein N
ENMNMPHH_02877	CDS	1266	proA_2	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
ENMNMPHH_02878	CDS	1116	proB_2	2.7.2.11	COG0263	Glutamate 5-kinase 1
ENMNMPHH_02879	CDS	843	proC_2	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
ENMNMPHH_02880	CDS	831	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
ENMNMPHH_02881	CDS	783			COG3336	putative protein
ENMNMPHH_02882	CDS	468				hypothetical protein
ENMNMPHH_02883	CDS	252				hypothetical protein
ENMNMPHH_02884	CDS	819	bacC_3	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
ENMNMPHH_02885	CDS	528	sipS	3.4.21.89	COG0681	Signal peptidase I S
ENMNMPHH_02886	CDS	144				hypothetical protein
ENMNMPHH_02887	CDS	426				hypothetical protein
ENMNMPHH_02888	CDS	423		2.3.1.-		Acetyltransferase
ENMNMPHH_02889	CDS	426				hypothetical protein
ENMNMPHH_02890	CDS	663		2.1.1.-	COG4122	Putative O-methyltransferase
ENMNMPHH_02891	CDS	1089	ybhR_1		COG0842	putative multidrug ABC transporter permease YbhR
ENMNMPHH_02892	CDS	930	drrA_1	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
ENMNMPHH_02893	CDS	1575				hypothetical protein
ENMNMPHH_02894	CDS	669	yesV_1		COG5578	putative protein YesV
ENMNMPHH_02895	CDS	912				hypothetical protein
ENMNMPHH_02896	CDS	711	yydK		COG2188	putative HTH-type transcriptional regulator YydK
ENMNMPHH_02897	CDS	1890	bglF		COG1263	PTS system beta-glucoside-specific EIIBCA component
ENMNMPHH_02898	CDS	1440	bglA	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
ENMNMPHH_02899	CDS	327				hypothetical protein
ENMNMPHH_02900	CDS	174				hypothetical protein
ENMNMPHH_02901	CDS	618				hypothetical protein
ENMNMPHH_02902	CDS	921	rbsK_3	2.7.1.15	COG0524	Ribokinase
ENMNMPHH_02903	CDS	1014				hypothetical protein
ENMNMPHH_02904	CDS	1350	fucP		COG0738	L-fucose-proton symporter
ENMNMPHH_02905	CDS	666	deoC_1	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
ENMNMPHH_02906	CDS	1023	ccpA_5		COG1609	Catabolite control protein A
ENMNMPHH_02907	CDS	708				hypothetical protein
ENMNMPHH_02908	CDS	513				hypothetical protein
ENMNMPHH_02909	CDS	897	cynR			HTH-type transcriptional regulator CynR
ENMNMPHH_02910	CDS	519		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
ENMNMPHH_02911	CDS	372				hypothetical protein
ENMNMPHH_02912	CDS	441	cwlJ_2		COG3773	Cell wall hydrolase CwlJ
ENMNMPHH_02913	CDS	1899	ettA_4		COG0488	Energy-dependent translational throttle protein EttA
ENMNMPHH_02914	CDS	246				hypothetical protein
ENMNMPHH_02915	CDS	1488	emrB			Multidrug export protein EmrB
ENMNMPHH_02916	CDS	2340	helD	3.6.4.12	COG3973	DNA helicase IV
ENMNMPHH_02917	CDS	396				hypothetical protein
ENMNMPHH_02918	CDS	882				hypothetical protein
